bigg_id	name	old_bigg_ids	inchikey
prlp_c	5-[(5-phospho-1-deoxyribulos-1-ylamino)methylideneamino]-1-(5-phosphoribosyl)imidazole-4-carboxamide	prlp; prlp[c]; prlp_c	BLKFNHOCHNCLII-GHVQHMAVSA-J
progly_c	L-Prolinylglycine	progly; progly[c]; progly_c	RNKSNIBMTUYWSH-YFKPBYRVSA-N
prpp_c	5-Phospho-alpha-D-ribose 1-diphosphate	prpp; prpp[c]; prpp_c	PQGCEDQWHSBAJP-TXICZTDVSA-I
psclys_c	Psicoselysine	psclys; psclys_c	BFSYFTQDGRDJNV-CDEVMZEPSA-O
pser__L_c	O-Phospho-L-serine	pser-L[c]; pser_DASH_L_c; pser_L[c]; pser_L_c; pser__L; pser__L_c	BZQFBWGGLXLEPQ-REOHCLBHSA-L
pydx_c	Pyridoxal	pydx; pydx[c]; pydx_c	RADKZDMFGJYCBB-UHFFFAOYSA-N
pydx5p_c	Pyridoxal 5'-phosphate	pydx5p; pydx5p[c]; pydx5p_c	NGVDGCNFYWLIFO-UHFFFAOYSA-L
q8h2_c	Ubiquinol-8	q8h2; q8h2_c	LOJUQFSPYHMHEO-SGHXUWJISA-N
quln_c	Quinolinate	quln; quln[c]; quln_c	GJAWHXHKYYXBSV-UHFFFAOYSA-L
r15bp_c	D-Ribose 1,5-bisphosphate	r15bp; r15bp_c	AAAFZMYJJHWUPN-TXICZTDVSA-J
r1p_c	Alpha-D-Ribose 1-phosphate	r1p; r1p[c]; r1p_c	YXJDFQJKERBOBM-TXICZTDVSA-L
r5p_c	Alpha-D-Ribose 5-phosphate	r5p; r5p[c]; r5p_c	KTVPXOYAKDPRHY-AIHAYLRMSA-L
rdmbzi_c	N1-(alpha-D-ribosyl)-5,6-dimethylbenzimidazole	rdmbzi; rdmbzi[c]; rdmbzi_c	HLRUKOJSWOKCPP-SYQHCUMBSA-N
rib__D_c	D-Ribose	rib-D[c]; rib_DASH_D_c; rib_D[c]; rib_D_c; rib__D; rib__D_c	HMFHBZSHGGEWLO-SOOFDHNKSA-N
ribflv_c	Riboflavin C17H20N4O6	ribflv; ribflv[c]; ribflv_c	AUNGANRZJHBGPY-SCRDCRAPSA-M
rml_c	L-Rhamnulose	rml; rml[c]; rml_c	QZNPNKJXABGCRC-FUTKDDECSA-N
rml1p_c	L-Rhamnulose 1-phosphate	rml1p; rml1p[c]; rml1p_c	KNYGWWDTPGSEPD-OTWZMJIISA-L
s7p_c	Sedoheptulose 7-phosphate	s7p; s7p[c]; s7p_c	JDTUMPKOJBQPKX-GBNDHIKLSA-L
sbt6p_c	D-Sorbitol 6-phosphate	sbt6p; sbt6p_c	GACTWZZMVMUKNG-SLPGGIOYSA-L
sel_c	Selenate	sel; sel[c]; sel_c	QYHFIVBSNOWOCQ-UHFFFAOYSA-L
selnp_c	Selenophosphate	selnp; selnp[c]; selnp_c	JRPHGDYSKGJTKZ-UHFFFAOYSA-K
ser__D_c	D-Serine	ser-D[c]; ser_DASH_D_c; ser_D[c]; ser_D_c; ser__D; ser__D_c	MTCFGRXMJLQNBG-UWTATZPHSA-N
suc6p_c	Sucrose 6-phosphate	suc6p; suc6p_c	PJTTXANTBQDXME-UGDNZRGBSA-L
succ_c	Succinate	succ; succ[c]; succ_c	KDYFGRWQOYBRFD-UHFFFAOYSA-L
sucorn_c	N2-Succinyl-L-ornithine	sucorn; sucorn_c	VWXQFHJBQHTHMK-LURJTMIESA-M
sufbcd_c	SufBCD scaffold complex	sufbcd; sufbcd_c	
sufsesh_c	SufSE with bound sulfur	sufsesh; sufsesh_c	
tagdp__D_c	D-Tagatose 1,6-biphosphate	tagdp-D[c]; tagdp_DASH_D_c; tagdp_D_c; tagdp__D; tagdp__D_c	RNBGYGVWRKECFJ-OEXCPVAWSA-J
tartr__D_c	D-tartrate	tartr_DASH_D_c; tartr_D_c; tartr__D; tartr__D_c	FEWJPZIEWOKRBE-LWMBPPNESA-L
tdeACP_c	Cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1)	tdeACP; tdeACP[c]; tdeACP_c	
thr__L_c	L-Threonine	thr-L[c]; thr_DASH_L_c; thr_L[c]; thr_L_c; thr__L; thr__L_c	AYFVYJQAPQTCCC-GBXIJSLDSA-N
thrtrna_c	L-Threonyl-tRNA(Thr)	thrtrna; thrtrna[c]; thrtrna_c	
thymd_c	Thymidine C10H14N2O5	thymd; thymd[c]; thymd_c	IQFYYKKMVGJFEH-XLPZGREQSA-N
tma_c	Trimethylamine	tma; tma_c	GETQZCLCWQTVFV-UHFFFAOYSA-O
tmao_c	Trimethylamine N-oxide	tmao; tmao_c	UYPYRKYUKCHHIB-UHFFFAOYSA-N
toct2eACP_c	Trans-Oct-2-enoyl-[acyl-carrier protein]	toct2eACP; toct2eACP[c]; toct2eACP_c	
trnaarg_c	TRNA(Arg)	trnaarg; trnaarg[c]; trnaarg_c	
trnaglu_c	TRNA (Glu)	trnaglu; trnaglu[c]; trnaglu_c	
trnahis_c	TRNA(His)	trnahis; trnahis[c]; trnahis_c	
trnaser_c	TRNA(Ser)	trnaser; trnaser[c]; trnaser_c	
trnatrp_c	TRNA(Trp)	trnatrp; trnatrp[c]; trnatrp_c	
ttdcea_c	Tetradecenoate (n-C14:1)	ttdcea; ttdcea[c]; ttdcea_c	
u3aga_c	UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine	u3aga; u3aga_c	TZSJGZGYQDNRRX-MPLCHSTDSA-L
u3hga_c	UDP-3-O-(3-hydroxytetradecanoyl)-D-glucosamine	u3hga; u3hga_c	ZFPNNOXCEDQJQS-SSVOXRMNSA-M
uacmamu_c	UDP-N-acetyl-D-mannosaminouronate	uacmamu; uacmamu_c	DZOGQXKQLXAPND-XHUKORKBSA-K
uama_c	UDP-N-acetylmuramoyl-L-alanine	uama; uama[c]; uama_c	NTMMCWJNQNKACG-KBKUWGQMSA-K
uamag_c	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate	uamag; uamag[c]; uamag_c	OJZCATPXPWFLHF-HPUCEMLMSA-J
uamr_c	UDP-N-acetylmuramate	uamr; uamr[c]; uamr_c	NQBRVZNDBBMBLJ-MQTLHLSBSA-K
udcpdp_c	Undecaprenyl diphosphate	udcpdp; udcpdp[c]; udcpdp_c	NTXGVHCCXVHYCL-RDQGWRCRSA-K
udpLa4fn_c	Uridine 5''-diphospho-{beta}-4-deoxy-4-formamido-L-arabinose	udpLa4fn; udpLa4fn_c	QGYFHZBDXXNYAX-RTXATJJPSA-L
ugmda_c	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine	ugmda; ugmda[c]; ugmda_c	IMWOXEZVYQDRDF-MCZXNMLPSA-J
ump_c	UMP C9H11N2O9P	ump; ump[c]; ump_c	DJJCXFVJDGTHFX-XVFCMESISA-L
ura_c	Uracil	ura; ura[c]; ura_c	ISAKRJDGNUQOIC-UHFFFAOYSA-N
uracp_c	Ureidoacrylate peracid	uracp; uracp_c	AJFKXWQDHFYKFK-UPHRSURJSA-N
urea_c	Urea CH4N2O	urea; urea[c]; urea_c	XSQUKJJJFZCRTK-UHFFFAOYSA-N
wco_c	Tungsten binding cofactor	wco; wco_c	
xan_c	Xanthine	xan; xan[c]; xan_c	LRFVTYWOQMYALW-UHFFFAOYSA-N
xtp_c	XTP	xtp; xtp[c]; xtp_c	CAEFEWVYEZABLA-UUOKFMHZSA-J
xylu__L_c	L-Xylulose	xylu_DASH_L_c; xylu_L[c]; xylu_L_c; xylu__L; xylu__L_c	ZAQJHHRNXZUBTE-WVZVXSGGSA-N
zn2_c	Zinc	zn2; zn2[c]; zn2_c	PTFCDOFLOPIGGS-UHFFFAOYSA-N
12ppd__S_e	(S)-Propane-1,2-diol	12ppd_DASH_S_e; 12ppd_S_e; 12ppd__S; 12ppd__S_e	DNIAPMSPPWPWGF-VKHMYHEASA-N
26dap__M_e	Meso-2,6-Diaminoheptanedioate	26dap_DASH_M_e; 26dap_M_e; 26dap__M; 26dap__M_e	GMKMEZVLHJARHF-SYDPRGILSA-N
3hpp_e	3-Hydroxypropanoate	3hpp; 3hpp[e]; 3hpp_e	ALRHLSYJTWAHJZ-UHFFFAOYSA-M
LalaDglu_e	L-alanine-D-glutamate	LalaDglu; LalaDglu_e	VYZAGTDAHUIRQA-CRCLSJGQSA-M
LalaDgluMdapDala_e	L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine	LalaDgluMdapDala; LalaDgluMdapDala_e	BAPAFFOXTCMVCC-UHFFFAOYSA-M
acgam_e	N-Acetyl-D-glucosamine	acgam; acgam[e]; acgam_e	OVRNDRQMDRJTHS-RTRLPJTCSA-N
acgam1p_e	N-Acetyl-D-glucosamine 1-phosphate	acgam1p; acgam1p_e	FZLJPEPAYPUMMR-RTRLPJTCSA-L
acnam_e	N-Acetylneuraminate	acnam; acnam[e]; acnam_e	SQVRNKJHWKZAKO-LUWBGTNYSA-M
acolipa_e	4-Amino-4-deoxy-L-arabinose modified core oligosaccharide lipid A	acolipa; acolipa_e	IOAOXSQGQQYOQU-WSFSDJJVSA-E
agm_e	Agmatine	agm; agm[e]; agm_e	QYPPJABKJHAVHS-UHFFFAOYSA-P
all__D_e	D-Allose	all_DASH_D_e; all_D_e; all__D; all__D_e	WQZGKKKJIJFFOK-IVMDWMLBSA-N
amp_e	AMP C10H12N5O7P	amp; amp[e]; amp_e	UDMBCSSLTHHNCD-KQYNXXCUSA-L
arbtn_e	Aerobactin minus Fe3	arbtn; arbtn_e	KDHHWXGBNUCREU-HOTGVXAUSA-N
asp__L_e	L-Aspartate	asp-L[e]; asp_DASH_L_e; asp_L[e]; asp_L_e; asp__L; asp__L_e	CKLJMWTZIZZHCS-REOHCLBHSA-M
but_e	Butyrate (n-C4:0)	but; but[e]; but_e	
cbi_e	Cobinamide	cbi; cbi_e	XQRJFEVDQXEIAX-JFYQDRLCSA-M
cd2_e	Cadmium	cd2; cd2_e	WLZRMCYVCSSEQC-UHFFFAOYSA-N
cl_e	Chloride	cl; cl[e]; cl_e	VEXZGXHMUGYJMC-UHFFFAOYSA-M
cm_e	Chloramphenicol	cm; cm_e	WIIZWVCIJKGZOK-RKDXNWHRSA-N
cmp_e	CMP C9H12N3O8P	cmp; cmp[e]; cmp_e	IERHLVCPSMICTF-XVFCMESISA-L
crn__D_e	D-Carnitine	crn_DASH_D_e; crn__D; crn__D_e	PHIQHXFUZVPYII-LURJTMIESA-N
csn_e	Cytosine	csn; csn[e]; csn_e	OPTASPLRGRRNAP-UHFFFAOYSA-N
cu2_e	Copper	cu2; cu2[e]; cu2_e	JPVYNHNXODAKFH-UHFFFAOYSA-N
cys__D_e	D-Cysteine	cys_DASH_D_e; cys_D_e; cys__D; cys__D_e	XUJNEKJLAYXESH-UWTATZPHSA-N
dcyt_e	Deoxycytidine	dcyt; dcyt[e]; dcyt_e	CKTSBUTUHBMZGZ-SHYZEUOFSA-N
dgmp_e	DGMP C10H12N5O7P	dgmp; dgmp[e]; dgmp_e	LTFMZDNNPPEQNG-KVQBGUIXSA-L
dtmp_e	DTMP C10H13N2O8P	dtmp; dtmp[e]; dtmp_e	GYOZYWVXFNDGLU-XLPZGREQSA-L
duri_e	Deoxyuridine	duri; duri[e]; duri_e	MXHRCPNRJAMMIM-SHYZEUOFSA-N
eca4colipa_e	(enterobacterial common antigen)x4 core oligosaccharide lipid A	eca4colipa; eca4colipa_e	DZEXDGYTOKBZIY-GVBMLQGBSA-C
enter_e	Enterochelin	enter; enter_e	SERBHKJMVBATSJ-BZSNNMDCSA-M
etoh_e	Ethanol	etoh; etoh[e]; etoh_e	LFQSCWFLJHTTHZ-UHFFFAOYSA-N
fald_e	Formaldehyde	fald; fald[e]; fald_e	WSFSSNUMVMOOMR-UHFFFAOYSA-N
fe3_e	Iron (Fe3+)	fe3; fe3[e]; fe3_e	VTLYFUHAOXGGBS-UHFFFAOYSA-N
fe3hox_e	Fe(III)hydroxamate	fe3hox; fe3hox_e	
fru_e	D-Fructose	fru; fru[e]; fru_e	RFSUNEUAIZKAJO-VRPWFDPXSA-N
frulys_e	Fructoselysine	frulys; frulys_e	BFSYFTQDGRDJNV-AYHFEMFVSA-O
g1p_e	D-Glucose 1-phosphate	g1p; g1p[e]; g1p_e	HXXFSFRBOHSIMQ-GASJEMHNSA-L
g3ps_e	Glycerophosphoserine	g3ps; g3ps_e	ZWZWYGMENQVNFU-UHNVWZDZSA-M
galt_e	Galactitol	galt; galt[e]; galt_e	FBPFZTCFMRRESA-GUCUJZIJSA-N
galur_e	D-Galacturonate	galur; galur[e]; galur_e	AEMOLEFTQBMNLQ-YMDCURPLSA-M
gam_e	D-Glucosamine	gam; gam[e]; gam_e	MSWZFWKMSRAUBD-IVMDWMLBSA-O
gbbtn_e	Gamma-butyrobetaine	gbbtn; gbbtn_e	JHPNVNIEXXLNTR-UHFFFAOYSA-N
gdp_e	GDP C10H12N5O11P2	gdp; gdp[e]; gdp_e	QGWNDRXFNXRZMB-UUOKFMHZSA-K
glc__D_e	D-Glucose	glc-D[e]; glc_DASH_D_e; glc_D[e]; glc_D_e; glc__D; glc__D_e	WQZGKKKJIJFFOK-GASJEMHNSA-N
glcr_e	D-Glucarate	glcr; glcr[e]; glcr_e	DSLZVSRJTYRBFB-LLEIAEIESA-L
glcur_e	D-Glucuronate	glcur; glcur[e]; glcur_e	AEMOLEFTQBMNLQ-AQKNRBDQSA-M
gln__L_e	L-Glutamine	gln-L[e]; gln_DASH_L_e; gln_L[e]; gln_L_e; gln__L; gln__L_e	ZDXPYRJPNDTMRX-VKHMYHEASA-N
glu__L_e	L-Glutamate	glu-L[e]; glu_DASH_L_e; glu_L[e]; glu_L_e; glu__L; glu__L_e	WHUUTDBJXJRKMK-VKHMYHEASA-M
glyald_e	D-Glyceraldehyde	glyald; glyald[e]; glyald_e	MNQZXJOMYWMBOU-VKHMYHEASA-N
glyc_e	Glycerol	glyc; glyc[e]; glyc_e	PEDCQBHIVMGVHV-UHFFFAOYSA-N
gsn_e	Guanosine	gsn; gsn[e]; gsn_e	NYHBQMYGNKIUIF-UUOKFMHZSA-N
gthox_e	Oxidized glutathione	gthox; gthox[e]; gthox_e	YPZRWBKMTBYPTK-BJDJZHNGSA-L
gua_e	Guanine	gua; gua[e]; gua_e	UYTPUPDQBNUYGX-UHFFFAOYSA-N
hdcea_e	Hexadecenoate (n-C16:1)	hdcea; hdcea[e]; hdcea_e	SECPZKHBENQXJG-FPLPWBNLSA-N
idon__L_e	L-Idonate	idon_DASH_L_e; idon_L_e; idon__L; idon__L_e	RGHNJXZEOKUKBD-SKNVOMKLSA-M
ile__L_e	L-Isoleucine	ile-L[e]; ile_DASH_L_e; ile_L[e]; ile_L_e; ile__L; ile__L_e	AGPKZVBTJJNPAG-WHFBIAKZSA-N
isetac_e	Isethionic acid	isetac; isetac_e	SUMDYPCJJOFFON-UHFFFAOYSA-M
k_e	Potassium	k; k[e]; k_e	NPYPAHLBTDXSSS-UHFFFAOYSA-N
maltttr_e	Maltotetraose	maltttr; maltttr[e]; maltttr_e	LUEWUZLMQUOBSB-ZLBHSGTGSA-N
met__D_e	D-Methionine	met_DASH_D_e; met_D_e; met__D; met__D_e	FFEARJCKVFRZRR-SCSAIBSYSA-N
mg2_e	Magnesium	mg2; mg2[e]; mg2_e	JLVVSXFLKOJNIY-UHFFFAOYSA-N
mincyc_e	Minocycline	mincyc; mincyc_e	DYKFCLLONBREIL-KVUCHLLUSA-N
minohp_e	Myo-Inositol hexakisphosphate	minohp; minohp_e	IMQLKJBTEOYOSI-GPIVLXJGSA-B
mnl_e	D-Mannitol	mnl; mnl_e	FBPFZTCFMRRESA-KVTDHHQDSA-N
mso3_e	Methanesulfonate	mso3; mso3_e	AFVFQIVMOAPDHO-UHFFFAOYSA-M
n2o_e	Nitrous oxide	n2o; n2o_e	GQPLMRYTRLFLPF-UHFFFAOYSA-N
no2_e	Nitrite	no2; no2[e]; no2_e	IOVCWXUNBOPUCH-UHFFFAOYSA-M
novbcn_e	Novobiocin	novbcn; novbcn_e	YJQPYGGHQPGBLI-KGSXXDOSSA-M
o16a4colipa_e	(O16 antigen)x4 core oligosaccharide lipid A	o16a4colipa; o16a4colipa_e	KAVZMDKPFMCUGM-QWDGEOHMSA-C
o2s_e	Superoxide anion	o2s; o2s[e]; o2s_e	OUUQCZGPVNCOIJ-UHFFFAOYSA-M
pppn_e	Phenylpropanoate	pppn; pppn_e	XMIIGOLPHOKFCH-UHFFFAOYSA-M
pro__L_e	L-Proline	pro-L[e]; pro_DASH_L_e; pro_L[e]; pro_L_e; pro__L; pro__L_e	ONIBWKKTOPOVIA-BYPYZUCNSA-N
ptrc_e	Putrescine	ptrc; ptrc[e]; ptrc_e	KIDHWZJUCRJVML-UHFFFAOYSA-P
pyr_e	Pyruvate	pyr; pyr[e]; pyr_e	LCTONWCANYUPML-UHFFFAOYSA-M
quin_e	Quinate	quin; quin_DASH_kt_e; quin_e; quin_kt	AAWZDTNXLSGCEK-WYWMIBKRSA-M
rfamp_e	Rifampin	rfamp; rfamp_e	JQXXHWHPUNPDRT-WLSIYKJHSA-N
rmn_e	L-Rhamnose	rmn; rmn[e]; rmn_e	PNNNRSAQSRJVSB-BXKVDMCESA-N
sbt__D_e	D-Sorbitol	sbt_DASH_D_e; sbt_D[e]; sbt_D_e; sbt__D; sbt__D_e	FBPFZTCFMRRESA-JGWLITMVSA-N
ser__L_e	L-Serine	ser-L[e]; ser_DASH_L_e; ser_L[e]; ser_L_e; ser__L; ser__L_e	MTCFGRXMJLQNBG-REOHCLBHSA-N
so4_e	Sulfate	so4; so4[e]; so4_e	QAOWNCQODCNURD-UHFFFAOYSA-L
spmd_e	Spermidine	spmd; spmd[e]; spmd_e	ATHGHQPFGPMSJY-UHFFFAOYSA-Q
taur_e	Taurine C2H7NO3S	taur; taur[e]; taur_e	XOAAWQZATWQOTB-UHFFFAOYSA-N
thrp_e	L-Threonine O-3-phosphate	thrp; thrp_e	USRGIUJOYOXOQJ-GBXIJSLDSA-L
tre_e	Trehalose	tre; tre[e]; tre_e	HDTRYLNUVZCQOY-LIZSDCNHSA-N
tyrp_e	Phosphotyrosine	tyrp; tyrp_e	DCWXELXMIBXGTH-QMMMGPOBSA-L
udpacgal_e	UDP-N-acetyl-D-galactosamine	udpacgal; udpacgal_e	LFTYTUAZOPRMMI-LDDHHVEYSA-L
udpg_e	UDPglucose	udpg; udpg[e]; udpg_e	HSCJRCZFDFQWRP-RDKQLNKOSA-L
uri_e	Uridine	uri; uri[e]; uri_e	DRTQHJPVMGBUCF-XVFCMESISA-N
xmp_e	Xanthosine 5'-phosphate	xmp; xmp[e]; xmp_e	DCTLYFZHFGENCW-UUOKFMHZSA-L
12dgr120_p	1,2-Diacyl-sn-glycerol (didodecanoyl, n-C12:0)	12dgr120; 12dgr120_p	
12dgr140_p	1,2-Diacyl-sn-glycerol (ditetradecanoyl, n-C14:0)	12dgr140; 12dgr140_p	
12dgr180_p	1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)	12dgr180; 12dgr180_p	
14glucan_p	1,4-alpha-D-glucan	14glucan; 14glucan_p	WQZGKKKJIJFFOK-DVKNGEFBSA-N
15dap_p	1,5-Diaminopentane	15dap; 15dap_p	VHRGRCVQAFMJIZ-UHFFFAOYSA-P
1agpe140_p	1-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0)	1agpe140; 1agpe140_p	RPXHXZNGZBHSMJ-GOSISDBHSA-N
1agpe160_p	1-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0)	1agpe160; 1agpe160_p	YVYMBNSKXOXSKW-HXUWFJFHSA-N
1agpe181_p	1-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1)	1agpe181; 1agpe181_p	
2agpe141_p	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1)	2agpe141; 2agpe141_p	
2agpe160_p	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0)	2agpe160; 2agpe160_p	CKPBBEOJHAPPBT-HXUWFJFHSA-N
2agpg120_p	2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0)	2agpg120; 2agpg120_p	
2agpg140_p	2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0)	2agpg140; 2agpg140_p	NHYJQQUDLXESED-UHFFFAOYSA-M
2hdecg3p_p	2-hexadecanoyl-sn-glycerol 3-phosphate	2hdecg3p; 2hdecg3p_p	LPQBQFLKBCPNAV-GOSISDBHSA-L
2odecg3p_p	2-octadecanoyl-sn-glycerol 3-phosphate	2odecg3p; 2odecg3p_p	RPAOEHFOGLEBTJ-HXUWFJFHSA-L
3amp_p	3  AMP C10H12N5O7P	3amp; 3amp_p	LNQVTSROQXJCDD-KQYNXXCUSA-L
3hpppn_p	3-(3-hydroxy-phenyl)propionate	3hpppn; 3hpppn_p	QVWAEZJXDYOKEH-UHFFFAOYSA-M
4hoxpacd_p	4-Hydroxyphenylacetaldehyde	4hoxpacd; 4hoxpacd_p	IPRPPFIAVHPVJH-UHFFFAOYSA-N
5mtr_p	5-Methylthio-D-ribose	5mtr; 5mtr_p	ACWASDPGAVYCNI-JKUQZMGJSA-N
acald_p	Acetaldehyde	acald; acald_p	IKHGUXGNUITLKF-UHFFFAOYSA-N
acgal_p	N-Acetyl-D-galactosamine	acgal; acgal_p	OVRNDRQMDRJTHS-KEWYIRBNSA-N
acmum_p	N-Acetylmuramate	acmum; acmum_p	MNLRQHMNZILYPY-MKFCKLDKSA-M
acser_p	O-Acetyl-L-serine	acser; acser_p	VZXPDPZARILFQX-BYPYZUCNSA-N
akg_p	2-Oxoglutarate	akg; akg_p	KPGXRSRHYNQIFN-UHFFFAOYSA-L
ala_B_p	Beta-Alanine	ala_B; ala_B_p; ala_DASH_B_p; ala__B_p	UCMIRNVEIXFBKS-UHFFFAOYSA-N
ala__L_p	L-Alanine	ala_DASH_L_p; ala_L_p; ala__L; ala__L_p	QNAYBMKLOCPYGJ-REOHCLBHSA-N
alpp_p	Applipoprotein	alpp; alpp_p	
arab__L_p	L-Arabinose	arab_DASH_L_p; arab_L_p; arab__L; arab__L_p	PYMYPHUHKUWMLA-VAYJURFESA-N
aso3_p	Arsenite	aso3; aso3_p	AQLMHYSWFMLWBS-UHFFFAOYSA-N
btn_p	Biotin	btn; btn_p	YBJHBAHKTGYVGT-ZKWXMUAHSA-M
butso3_p	Butanesulfonate	butso3; butso3_p	QDHFHIQKOVNCNC-UHFFFAOYSA-M
clpn140_p	Cardiolipin (tetratetradecanoyl, n-C14:0)	clpn140; clpn140_p	SDCJNZZAOLRVCP-GTOSQJSUSA-L
crn_p	L-Carnitine	crn; crn_p	PHIQHXFUZVPYII-ZCFIWIBFSA-N
cys__L_p	L-Cysteine	cys_DASH_L_p; cys_L_p; cys__L; cys__L_p	XUJNEKJLAYXESH-REOHCLBHSA-N
cytd_p	Cytidine	cytd; cytd_p	UHDGCWIWMRVCDJ-XVFCMESISA-N
ddca_p	Dodecanoate (n-C12:0)	ddca; ddca_p	
dha_p	Dihydroxyacetone	dha; dha_p	RXKJFZQQPQGTFL-UHFFFAOYSA-N
dimp_p	DIMP C10H12N4O7P	dimp; dimp_p	PHNGFPPXDJJADG-RRKCRQDMSA-L
din_p	Deoxyinosine	din; din_p	VGONTNSXDCQUGY-RRKCRQDMSA-N
doxrbcn_p	Doxorubicin	doxrbcn; doxrbcn_p	AOJJSUZBOXZQNB-TZSSRYMLSA-O
dump_p	DUMP C9H11N2O8P	dump; dump_p	JSRLJPSBLDHEIO-SHYZEUOFSA-L
eca2und_p	(enterobacterial common antigen)x2 undecaprenyl-diphosphate	eca2und; eca2und_p	QGEVVARZDHTYSR-JPDQSREWSA-J
enlipa_p	Phosphoethanolamine KDO(2)-lipid (A)	enlipa; enlipa_p	GSHAAWZSAOJXLM-RQBQWGHISA-H
fe2_p	Fe2+ mitochondria	fe2; fe2_p	CWYNVVGOOAEACU-UHFFFAOYSA-N
fe3dcit_p	Fe(III)dicitrate	fe3dcit; fe3dcit_p	VAVAILGEOMLRRK-UHFFFAOYSA-H
fecrm_p	Ferrichrome	fecrm; fecrm_p	GGUNGDGGXMHBMJ-OCIDDWSYSA-N
feoxam_p	Generic ferrioxamine-Fe-III	feoxam; feoxam_p	SRMBQCVUAVULDJ-UHFFFAOYSA-O
feoxam_un_p	Ferroxamine minus Fe(3)	feoxam_DASH_un_p; feoxam__un_p; feoxam_un; feoxam_un_p	
fruur_p	D-Fructuronate	fruur; fruur_p	PTCIWUZVDIQTOW-XDJBDKDSSA-M
fuc__L_p	L-Fucose	fuc_DASH_L_p; fuc_L_p; fuc__L; fuc__L_p	PNNNRSAQSRJVSB-KCDKBNATSA-N
g3pc_p	Sn-Glycero-3-phosphocholine	g3pc; g3pc_p	SUHOQUVVVLNYQR-MRVPVSSYSA-N
g3pe_p	Sn-Glycero-3-phosphoethanolamine	g3pe; g3pe_p	JZNWSCPGTDBMEW-YFKPBYRVSA-N
g3pi_p	Sn-Glycero-3-phospho-1-inositol	g3pi; g3pi_p	BMVUIWJCUQSHLZ-UJGXJMNGSA-M
glcn_p	D-Gluconate	glcn; glcn_p	RGHNJXZEOKUKBD-SQOUGZDYSA-M
glcur1p_p	D-Glucuronate 1-phosphate	glcur1p; glcur1p_p	AIQDYKMWENWVQJ-QIUUJYRFSA-K
glyc__R_p	(R)-Glycerate	glyc_DASH_R_p; glyc_R_p; glyc__R; glyc__R_p	RBNPOMFGQQGHHO-UWTATZPHSA-M
glyc2p_p	Glycerol 2-phosphate	glyc2p; glyc2p_p	DHCLVCXQIBBOPH-UHFFFAOYSA-L
glyclt_p	Glycolate C2H3O3	glyclt; glyclt_p	AEMRFAOFKBGASW-UHFFFAOYSA-M
h_p	H+	h; h_p	GPRLSGONYQIRFK-UHFFFAOYSA-N
h2_p	Hydrogen	h2; h2_p	UFHFLCQGNIYNRP-UHFFFAOYSA-N
h2o_p	H2O H2O	h2o; h2o_p	XLYOFNOQVPJJNP-UHFFFAOYSA-N
hdca_p	Hexadecanoate (n-C16:0)	hdca; hdca_p	IPCSVZSSVZVIGE-UHFFFAOYSA-M
hg2_p	Mercury  charged 2  Hg	hg2; hg2_p	BQPIGGFYSBELGY-UHFFFAOYSA-N
his__L_p	L-Histidine	his_DASH_L_p; his_L_p; his__L; his__L_p	HNDVDQJCIGZPNO-YFKPBYRVSA-N
hom__L_p	L-Homoserine	hom_DASH_L_p; hom_L_p; hom__L; hom__L_p	UKAUYVFTDYCKQA-VKHMYHEASA-N
hxan_p	Hypoxanthine	hxan; hxan_p	FDGQSTZJBFJUBT-UHFFFAOYSA-N
imp_p	IMP C10H11N4O8P	imp; imp_p	GRSZFWQUAKGDAV-KQYNXXCUSA-L
indole_p	Indole	indole; indole_p	SIKJAQJRHWYJAI-UHFFFAOYSA-N
lcts_p	Lactose C12H22O11	lcts; lcts_p	GUBGYTABKSRVRQ-QKKXKWKRSA-N
lipa_p	KDO(2)-lipid (A)	lipa; lipa_p	DIXUKJUHGLIZGU-OIPVZEHTSA-H
lipa_cold_p	Cold adapted KDO(2)-lipid (A)	lipa_cold; lipa_cold_p	YMYMIWUIGJUAIZ-LSPGFKFTSA-H
malt_p	Maltose C12H22O11	malt; malt_p	GUBGYTABKSRVRQ-PICCSMPSSA-N
malthx_p	Maltohexaose	malthx; malthx_p	OCIBBXPLUVYKCH-QXVNYKTNSA-N
maltpt_p	Maltopentaose	maltpt; maltpt_p	FTNIPWXXIGNQQF-DWTFCAFKSA-N
met__L_p	L-Methionine	met_DASH_L_p; met_L_p; met__L; met__L_p	FFEARJCKVFRZRR-BYPYZUCNSA-N
